"","fullname","y1939","y1940","y1941","y1942","y1943","y1944","y1945"
"1531","Lindenschmid Albert",0,0,0,0,6,0,0
"1532","Linz Rudolf",0,0,0,0,4,44,0
"1533","Lipfert Helmut",0,0,0,0,80,86,37
"1534","Loeber Gerhard",0,0,0,0,9,0,0
"1535","Loffler Hannes",0,0,0,0,10,7,0
"1536","Loffler Kurt",0,0,0,0,7,4,0
"1537","Lofgen Richard",0,0,0,0,2,5,0
"1538","Lonnecker Heinrich",0,0,0,0,5,3,0
"1539","Loos Gerhard",0,0,0,0,84,0,0
"1540","Loose Fritz",0,0,0,0,2,5,0
"1541","Lorey Josef",0,0,0,0,6,0,0
"1542","Losch Waldo",0,0,0,0,6,6,0
"1543","Lubking August",0,0,0,0,4,27,0
"1544","Luchau Karl-Heinz",0,0,0,0,10,7,0
"1545","Luck Heinz-Gunther",0,0,0,0,5,1,0
"1546","Ludtke Heinz",0,0,0,0,7,0,0
"1547","Ludtke Horst",0,0,0,0,15,0,0
"1548","Luth Detlef",0,0,0,0,8,0,0
"1549","Mader Josef",0,0,0,0,11,2,0
"1550","Mai Gerhard",0,0,0,0,6,5,0
"1551","Maiwald Manfred",0,0,0,0,14,0,0
"1552","Mang Paul",0,0,0,0,5,3,0
"1553","Mangelsdorf Rudolf",0,0,0,0,3,4,0
"1554","Markhoff Hans",0,0,0,0,8,2,0
"1555","Markl Johann",0,0,0,0,7,0,0
"1556","Marquardt Heinz (Negus)",0,0,0,0,6,83,18
"1557","Martinko Eduard",0,0,0,0,10,0,0
"1558","Matusek Anton",0,0,0,0,11,0,0
"1559","May Friedrich",0,0,0,0,46,4,0
"1560","Mayer Wilhelm",0,0,0,0,14,24,0
"1561","Meien Ulrich von",0,0,0,0,4,3,0
"1562","Meier Johann-Hermann",0,0,0,0,65,11,0
"1563","Meindl Franz",0,0,0,0,23,4,0
"1564","Meissner Hans",0,0,0,0,16,7,0
"1565","Meister Dieter",0,0,0,0,7,1,0
"1566","Meltzer Karl-Heinz",0,0,0,0,45,0,0
"1567","Merkle Hans-Jorg",0,0,0,0,21,0,0
"1568","Meschke Heinz",0,0,0,0,5,2,0
"1569","Metz Rudolf",0,0,0,0,1,13,0
"1570","Meurer Manfred",0,0,0,0,34,2,0
"1571","Mey Wilhelm",0,0,0,0,8,0,0
"1572","Meyer Rudi",0,0,0,0,15,0,0
"1573","Meyer Rudolf",0,0,0,0,8,0,0
"1574","Meyer-Ahrend Robert",0,0,0,0,6,0,0
"1575","Meyer-Arend Robert",0,0,0,0,5,9,0
"1576","Michaels Herbert",0,0,0,0,3,3,0
"1577","Michelka Kurt",0,0,0,0,14,3,0
"1578","Misch Heinz",0,0,0,0,1,7,0
"1579","Mischke Helmut",0,0,0,0,8,8,0
"1580","Missner Helmut",0,0,0,0,32,44,0
"1581","Mittermaier Alfons",0,0,0,0,7,0,0
"1582","Moller Klaus",0,0,0,0,2,8,0
"1583","Muller Ferdinand",0,0,0,0,8,0,0
"1584","Muller Hans-Hermann",0,0,0,0,6,4,0
"1585","Muller Heinz",0,0,0,0,3,8,0
"1586","Muller Martin",0,0,0,0,6,0,0
"1587","Muller Otto",0,0,0,0,2,4,0
"1588","Müller Friedrich-Karl (Nasen)",0,0,0,0,19,8,3
"1589","Muller-Hagen Rainer",0,0,0,0,2,13,0
"1590","Munderloh Georg",0,0,0,0,13,0,0
"1591","Munsche Karl-Heinz",0,0,0,0,10,8,0
"1592","Munster Leopold",0,0,0,0,40,22,0
"1593","Myrrhe Lothar",0,0,0,0,6,0,0
"1594","Nabrich Josef",0,0,0,0,6,13,0
"1595","Naegele Fritz",0,0,0,0,2,5,0
"1596","Nagele Franz",0,0,0,0,5,5,0
"1597","Nairz Max",0,0,0,0,7,0,0
"1598","Nawrath Heinz",0,0,0,0,6,0,0
"1599","Nebel Karl-Heinz",0,0,0,0,7,3,0
"1600","Necesany Kurt",0,0,0,0,6,1,0
"1601","Nemitz Willi",0,0,0,0,28,0,0
"1602","Nettingsmeier Wilhelm",0,0,0,0,6,0,0
"1603","Neu Wolfgang",0,0,0,0,6,6,0
"1604","Neubock Ludwig",0,0,0,0,21,3,0
"1605","Neumann Helmut",0,0,0,0,9,36,0
"1606","Neumann Klaus",0,0,0,0,1,20,5
"1607","Neumann Klaus-Heinz",0,0,0,0,11,0,0
"1608","Niebelschutz Hans von",0,0,0,0,8,0,0
"1609","Niebelschutz Wolfgang von",0,0,0,0,8,0,0
"1610","Niederhagen Kurt",0,0,0,0,15,0,0
"1611","Niese Eberhard",0,0,0,0,6,6,0
"1612","Niese Erhard",0,0,0,0,2,5,0
"1613","Nolte Helmuth",0,0,0,0,7,0,0
"1614","Nordmann Jurgen",0,0,0,0,16,18,0
"1615","Norz Jakob",0,0,0,0,41,49,0
"1616","Oberheide Heinz",0,0,0,0,6,1,0
"1617","Oberhofer Anton",0,0,0,0,10,2,0
"1618","Obleser Friedrich",0,0,0,0,82,18,0
"1619","Ohl Wolfgang",0,0,0,0,5,4,0
"1620","Otten Karl-Heinz",0,0,0,0,9,0,0
"1621","Ottnad Alexander",0,0,0,0,4,9,0
"1622","Pancritius Hans",0,0,0,0,10,0,0
"1623","Pankalla Gerhard",0,0,0,0,3,4,0
"1624","Papendick Heinz",0,0,0,0,12,6,0
"1625","Passhaus Karl",0,0,0,0,7,17,0
"1626","Peters Erhard",0,0,0,0,7,25,0
"1627","Petzschler Horst",0,0,0,0,3,15,8
"1628","Pfahler Hans",0,0,0,0,31,0,0
"1629","Pfuller Helmut",0,0,0,0,25,0,0
"1630","Pieper Franz",0,0,0,0,6,2,0
"1631","Pilz Heinz",0,0,0,0,7,3,0
"1632","Planer Herbert",0,0,0,0,2,14,0
"1633","Plewa Robert",0,0,0,0,6,0,0
"1634","Plucker Karl-Heinz",0,0,0,0,19,23,0
"1635","Poetschk Gerhard",0,0,0,0,9,0,0
"1636","Potthast Fritz",0,0,0,0,1,7,0
"1637","Press Hans",0,0,0,0,3,14,0
"1638","Preusger Helmut",0,0,0,0,2,9,0
"1639","Prinz Werner",0,0,0,0,11,4,0
"1640","Pritzl Otto",0,0,0,0,1,5,0
"1641","Puchberger Friedrich",0,0,0,0,4,12,0
"1642","Puls Werner",0,0,0,0,27,0,0
"1643","Putzkuhl Josef",0,0,0,0,6,19,0
"1644","Quarda Josef",0,0,0,0,1,38,0
"1645","Querengasser Gerhard",0,0,0,0,2,4,0
"1646","Rachner Hans",0,0,0,0,3,7,0
"1647","Radener Waldemar-H (Waldi)",0,0,0,0,16,22,0
"1648","Ransmayer Hans",0,0,0,0,8,21,0
"1649","Rappl Franz",0,0,0,0,6,1,0
"1650","Rathke Waldemar",0,0,0,0,12,2,0
"1651","Raum Hans",0,0,0,0,3,9,0
"1652","Raupach Richard",0,0,0,0,16,2,0
"1653","Rechberger Karl",0,0,0,0,8,0,0
"1654","Reinhold Gerhard",0,0,0,0,14,20,0
"1655","Reischer Peter",0,0,0,0,9,10,0
"1656","Reiter Theodor",0,0,0,0,7,0,0
"1657","Reitinger Friedrich",0,0,0,0,9,0,0
"1658","Reitmeyer Ernst",0,0,0,0,4,13,0
"1659","Rentsch Wolfgang",0,0,0,0,7,5,0
"1660","Resch Anton",0,0,0,0,10,28,0
"1661","Reschke Heinz",0,0,0,0,1,7,0
"1662","Reznak Jan",0,0,0,0,32,0,0
"1663","Richter Ernst",0,0,0,0,3,12,0
"1664","Riedlberger Walter",0,0,0,0,2,6,0
"1665","Ritter Rudolf",0,0,0,0,7,0,0
"1666","Ritzenberger Karl",0,0,0,0,19,0,0
"1667","Roder Kurt",0,0,0,0,7,0,0
"1668","Roder Werner",0,0,0,0,4,2,0
"1669","Rohde Peter",0,0,0,0,4,6,0
"1670","Rohlfing Walter",0,0,0,0,4,6,0
"1671","Rolland Heinz",0,0,0,0,7,3,0
"1672","Roller Robert",0,0,0,0,7,4,0
"1673","Rolly Horst",0,0,0,0,12,6,0
"1674","Rosenberg Helmut",0,0,0,0,2,7,0
"1675","Rosle Fritz",0,0,0,0,8,0,0
"1676","Rudloff Hans-Werner von",0,0,0,0,5,2,0
"1677","Rudschinat Siegfried",0,0,0,0,2,10,0
"1678","Ruhl Franz",0,0,0,0,30,13,0
"1679","Ryll Hartmut",0,0,0,0,8,0,0
"1680","Sachsenberg Heinz (Wimmersal)",0,0,0,0,52,50,2
"1681","Sack Horst",0,0,0,0,5,1,0
"1682","Sanchez-Arjona Fernando",0,0,0,0,7,0,0
"1683","Sarge Walter",0,0,0,0,9,0,0
"1684","Sauber Robert",0,0,0,0,8,0,0
"1685","Schade Eberhard",0,0,0,0,3,9,0
"1686","Schafer Ernst",0,0,0,0,5,12,0
"1687","Schäfer Hans",0,0,0,0,5,14,0
"1688","Schaldt Werner",0,0,0,0,7,1,0
"1689","Schall Franz",0,0,0,0,26,96,11
"1690","Scharfenberg Rudolf",0,0,0,0,1,5,0
"1691","Schaus Jakob",0,0,0,0,3,19,0
"1692","Scheel Günther",0,0,0,0,70,0,0
"1693","Scheer Friedrich",0,0,0,0,10,8,0
"1694","Scherkenbeck Josef",0,0,0,0,15,0,0
"1695","Scheufele Ernst",0,0,0,0,1,13,0
"1696","Schicketanz Otto",0,0,0,0,11,4,0
"1697","Schlothauer Werner",0,0,0,0,7,0,0
"1698","Schmidt Dietrich",0,0,0,0,9,29,5
"1699","Schmidt Karl-Heinz",0,0,0,0,1,8,0
"1700","Schmied Hermann",0,0,0,0,5,1,0
"1701","Schmude Karl-Heinz",0,0,0,0,2,9,0
"1702","Schneider Bruno",0,0,0,0,6,0,0
"1703","Schneider Fritz",0,0,0,0,9,1,0
"1704","Schneider Gerhard",0,0,0,0,41,0,0
"1705","Schnoll Alois",0,0,0,0,8,0,0
"1706","Schnoor Emil-Rudolf",0,0,0,0,12,8,0
"1707","Schon Walter",0,0,0,0,7,0,0
"1708","Schrade Hans",0,0,0,0,5,5,0
"1709","Schroder Georg",0,0,0,0,6,12,0
"1710","Schuhmacher Leo",0,0,0,0,2,8,0
"1711","Schuler Fritz",0,0,0,0,4,3,0
"1712","Schulte Helmuth",0,0,0,0,1,20,0
"1713","Schulz Egon",0,0,0,0,2,4,0
"1714","Schuster Hermann",0,0,0,0,28,0,0
"1715","Seeler Karl-Heinz",0,0,0,0,4,10,0
"1716","Seewald Karl-Ludwig",0,0,0,0,11,0,0
"1717","Seyffardt Fritz",0,0,0,0,9,0,0
"1718","Simross Herbert",0,0,0,0,3,3,0
"1719","Skreba Wilhelm",0,0,0,0,3,11,0
"1720","Skreba Willi",0,0,0,0,3,6,0
"1721","Sliwa Leo",0,0,0,0,1,7,0
"1722","Smiatek Horst",0,0,0,0,18,0,0
"1723","Soffing Waldemar",0,0,0,0,10,17,0
"1724","Sothe Fritz",0,0,0,0,9,28,0
"1725","Speidel Werner",0,0,0,0,12,0,0
"1726","Spoden Peter",0,0,0,0,3,7,0
"1727","Stahlberg Erwin",0,0,0,0,8,4,0
"1728","Stark Gunther",0,0,0,0,3,14,0
"1729","Stauder Jozef",0,0,0,0,14,0,0
"1730","Stedtfeld Gunther",0,0,0,0,2,6,0
"1731","Steegen Herbert ter",0,0,0,0,2,5,0
"1732","Stehle Fritz",0,0,0,0,1,6,0
"1733","Steiner Franz",0,0,0,0,7,15,0
"1734","Steinke Rolf",0,0,0,0,8,1,0
"1735","Steinmann Wilhelm",0,0,0,0,5,24,9
"1736","Sterl Andreas",0,0,0,0,17,36,0
"1737","Stickel Heinz",0,0,0,0,6,0,0
"1738","Stiebler Wolf",0,0,0,0,9,0,0
"1739","Stiebler Wolf-Dieter",0,0,0,0,16,0,0
"1740","Stock Hermann",0,0,0,0,4,4,0
"1741","Strater Albert",0,0,0,0,8,0,0
"1742","Stroinigg Hans",0,0,0,0,4,8,0
"1743","Suhr Helmut",0,0,0,0,1,9,0
"1744","Surau Alfred",0,0,0,0,50,0,0
"1745","Swoboda Hubert",0,0,0,0,2,8,0
"1746","Szardenings Rudolf",0,0,0,0,4,5,0
"1747","Tangermann Kurt",0,0,0,0,14,16,0
"1748","Thomas Helmut",0,0,0,0,8,0,0
"1749","Thyben Gerhard",0,0,0,0,34,33,0
"1750","Tichy Ekkehard",0,0,0,0,16,10,0
"1751","Timme Horst",0,0,0,0,14,0,0
"1752","Tischtau Manfred",0,0,0,0,3,4,0
"1753","Todt Hans",0,0,0,0,1,6,0
"1754","Traphan Rudolf",0,0,0,0,10,0,0
"1755","Treuberg Eberhard Graf von",0,0,0,0,2,15,0
"1756","Triep Gunther",0,0,0,0,6,0,0
"1757","Trowal Franz",0,0,0,0,2,5,0
"1758","Uhlig Lothar",0,0,0,0,1,5,0
"1759","Ulbrich Martin",0,0,0,0,8,18,0
"1760","Venjakob Otto",0,0,0,0,12,13,0
"1761","Vogel Friedrich",0,0,0,0,6,0,0
"1762","Voigt Dieter",0,0,0,0,2,17,0
"1763","Volkmann Wilhelm",0,0,0,0,6,1,0
"1764","Vollet Hans",0,0,0,0,2,8,0
"1765","Vorhauer Hans",0,0,0,0,10,0,0
"1766","Wagner Gerhard",0,0,0,0,1,14,0
"1767","Wallner Otto",0,0,0,0,12,0,0
"1768","Weber Wilhelm",0,0,0,0,29,0,0
"1769","Weik Hans",0,0,0,0,13,24,0
"1770","Weippert Gustav",0,0,0,0,1,6,0
"1771","Weissenberger Theodor",0,0,0,0,31,80,0
"1772","Welk Hannes",0,0,0,0,12,23,1
"1773","Welter Kurt",0,0,0,0,7,32,9
"1774","Weninger Rupert",0,0,0,0,5,5,0
"1775","Werner Otto",0,0,0,0,8,0,0
"1776","Wernicke Heinz",0,0,0,0,28,63,0
"1777","Werthner Hans",0,0,0,0,1,7,0
"1778","Wettstein Helmut",0,0,0,0,11,1,0
"1779","Wever Walther",0,0,0,0,22,22,0
"1780","Weyl Gerhard",0,0,0,0,7,1,0
"1781","Widmaier Viktor",0,0,0,0,4,4,0
"1782","Wiegand Gerd",0,0,0,0,15,16,0
"1783","Wiegand Werner",0,0,0,0,5,3,0
"1784","Wielebinski Paul",0,0,0,0,1,8,0
"1785","Wiesmahr Gustav",0,0,0,0,20,0,0
"1786","Wirtgen Rudolf",0,0,0,0,1,11,0
"1787","Wischnewski Hermann",0,0,0,0,7,17,0
"1788","Witt Hermann",0,0,0,0,9,0,0
"1789","Woeste Achim",0,0,0,0,3,8,0
"1790","Wolf Robert",0,0,0,0,1,17,0
"1791","Wolfrum Walter",0,0,0,0,21,104,0
"1792","Wurm Heinz",0,0,0,0,16,0,0
"1793","Wurzer Heinrich",0,0,0,0,1,25,0
"1794","Yung Fritz",0,0,0,0,4,7,0
"1795","Zechlin Ernst",0,0,0,0,2,8,0
"1796","Zelenak Pavol",0,0,0,0,12,0,0
"1797","Zemper Ulrich",0,0,0,0,2,4,0
"1798","Ziegenfuss Kurt",0,0,0,0,5,1,0
"1799","Zorner Paul",0,0,0,0,19,39,1
"1800","Zoufahl Franz-Josef",0,0,0,0,8,18,0
"1801","Zschabitz Gerhard",0,0,0,0,1,10,0
"1802","Arnold Heinz",0,0,0,0,0,24,0
"1803","Artner Rudolf",0,0,0,0,0,12,0
"1804","Bachhuber Fridolin",0,0,0,0,0,6,0
"1805","Barz Erich",0,0,0,0,0,32,0
"1806","Bellinghausen Theodor",0,0,0,0,0,7,0
"1807","Bertram Gunther",0,0,0,0,0,14,0
"1808","Beyer Konrad",0,0,0,0,0,10,0
"1809","Boeckl Albert",0,0,0,0,0,8,0
"1810","Bösch Oskar",0,0,0,0,0,9,9
"1811","Brachmeyer Paul",0,0,0,0,0,12,0
"1812","Breves Adolf",0,0,0,0,0,12,0
"1813","Briegleb Walter",0,0,0,0,0,15,0
"1814","Brunner Friedrich",0,0,0,0,0,7,0
"1815","Budde Alfred",0,0,0,0,0,21,0
"1816","Busen Franz",0,0,0,0,0,10,0
"1817","Bussow Otto",0,0,0,0,0,7,0
"1818","Clemens Curt",0,0,0,0,0,6,0
"1819","Cohrs Werner",0,0,0,0,0,17,0
"1820","Delakowitz Richard",0,0,0,0,0,7,0
"1821","Dieterle Manfred",0,0,0,0,0,8,0
"1822","Dobrath Walter",0,0,0,0,0,8,0
"1823","Dorr Heinrich",0,0,0,0,0,8,0
"1824","Dortenmann Hans",0,0,0,0,0,25,14
"1825","Dreizehner Gerhard",0,0,0,0,0,6,0
"1826","Druhe Herbert",0,0,0,0,0,10,0
"1827","Durr Hermann",0,0,0,0,0,6,0
"1828","Ebhardt Rolf",0,0,0,0,0,6,0
"1829","Eduard Gustav",0,0,0,0,0,7,0
"1830","Ellenrieder Xaver",0,0,0,0,0,6,0
"1831","Engel Walter",0,0,0,0,0,10,0
"1832","Engler Gunther",0,0,0,0,0,8,0
"1833","Erhardt Otto",0,0,0,0,0,11,0
"1834","Faltin Kurt",0,0,0,0,0,6,0
"1835","Fengler Georg",0,0,0,0,0,9,0
"1836","Fensch Frithjof",0,0,0,0,0,12,0
"1837","Fischer August",0,0,0,0,0,9,0
"1838","Forster Josef",0,0,0,0,0,16,0
"1839","Fradich Gerhard",0,0,0,0,0,6,0
"1840","Francsi Gustav",0,0,0,0,0,36,0
"1841","Franz Richard",0,0,0,0,0,7,11
"1842","Fries (Vries) Heinz de",0,0,0,0,0,6,0
"1843","Fritze Rudolf",0,0,0,0,0,9,0
"1844","Gabler Kurt",0,0,0,0,0,14,0
"1845","Gartner Artur",0,0,0,0,0,9,0
"1846","Gehring Erich",0,0,0,0,0,7,0
"1847","Geisthovel Heiner",0,0,0,0,0,6,0
"1848","Goetze Manfred",0,0,0,0,0,6,0
"1849","Grath Rudolf",0,0,0,0,0,12,0
"1850","Grumme Ernst-Dieter",0,0,0,0,0,8,0
"1851","Gunther Ernst",0,0,0,0,0,10,0
"1852","Gunther Joachim",0,0,0,0,0,8,0
"1853","Gutweniger Anton",0,0,0,0,0,6,0
"1854","Haehnlein Georg",0,0,0,0,0,17,0
"1855","Hallenberger Wilhelm",0,0,0,0,0,8,0
"1856","Hanf Gerhard",0,0,0,0,0,6,0
"1857","Hanneck Gottfried",0,0,0,0,0,6,0
"1858","Hartmann Ludwig",0,0,0,0,0,8,0
"1859","Hartrampf Horst",0,0,0,0,0,37,0
"1860","Hayessen Hans-Joachim",0,0,0,0,0,6,0
"1861","Heinig Gunther",0,0,0,0,0,10,0
"1862","Heinze Helmut",0,0,0,0,0,10,0
"1863","Hesse Erich",0,0,0,0,0,8,0
"1864","Hiebl Georg",0,0,0,0,0,9,0
"1865","Hiller Karl",0,0,0,0,0,8,0
"1866","Hofmann Rudolf",0,0,0,0,0,20,0
"1867","Holzinger Franz",0,0,0,0,0,10,0
"1868","Hommes Heinz",0,0,0,0,0,7,0
"1869","Huss Werner",0,0,0,0,0,6,0
"1870","Ilk Iro",0,0,0,0,0,9,0
"1871","Jeworrek Heinz",0,0,0,0,0,6,0
"1872","Jochim Berthold",0,0,0,0,0,6,0
"1873","Johannes Bernhard",0,0,0,0,0,16,0
"1874","Jurling Walter",0,0,0,0,0,6,0
"1875","Juste (name is Just: see Search Tips for explanation) Gottfried",0,0,0,0,0,6,0
"1876","Kaiser Adolf",0,0,0,0,0,6,0
"1877","Karcher Richard",0,0,0,0,0,6,0
"1878","Karlowski Hans",0,0,0,0,0,6,0
"1879","Kittel Otto 'Bruno'",0,0,0,0,0,15,2
"1880","Koch Gerhard",0,0,0,0,0,6,0
"1881","Kopf Thomas",0,0,0,0,0,9,0
"1882","Krah Heinz",0,0,0,0,0,8,0
"1883","Krahforst Josef",0,0,0,0,0,11,0
"1884","Kramer Gerhard",0,0,0,0,0,8,0
"1885","Krause Josef",0,0,0,0,0,11,0
"1886","Krober Erhard",0,0,0,0,0,6,0
"1887","Kroker Eberhard",0,0,0,0,0,14,0
"1888","Kuttner Siegfried",0,0,0,0,0,6,0
"1889","Lambert August",0,0,0,0,0,14,0
"1890","Lamprecht Bernhard",0,0,0,0,0,6,0
"1891","Lauterbach Heinz",0,0,0,0,0,7,0
"1892","Lechner Johann",0,0,0,0,0,6,0
"1893","Lingenau Erich",0,0,0,0,0,8,0
"1894","Lipcsey Adalbert von",0,0,0,0,0,8,0
"1895","Loos Walter",0,0,0,0,0,14,4
"1896","Marburg Gerhard",0,0,0,0,0,7,0
"1897","Marsfelde Gunther",0,0,0,0,0,10,0
"1898","Matzak Kurt",0,0,0,0,0,9,0
"1899","Maximowitz Willi",0,0,0,0,0,15,12
"1900","Mett Gerhard",0,0,0,0,0,9,0
"1901","Modrow Ernst-Wilhelm",0,0,0,0,0,33,1
"1902","Mollerke Kurt",0,0,0,0,0,7,0
"1903","Morlock Wilhelm",0,0,0,0,0,9,0
"1904","Moser Hans",0,0,0,0,0,7,0
"1905","Muller Erich",0,0,0,0,0,9,0
"1906","Muller W.",0,0,0,0,0,7,0
"1907","Müller Siegried",0,0,0,0,0,11,4
"1908","Murra Gerhard",0,0,0,0,0,8,0
"1909","Nanz Gunther",0,0,0,0,0,9,0
"1910","Nehrig Adolf",0,0,0,0,0,24,0
"1911","Ney Berthold",0,0,0,0,0,9,0
"1912","Nitz Horst",0,0,0,0,0,6,0
"1913","Noack Bruno",0,0,0,0,0,19,0
"1914","Nolting Erhard",0,0,0,0,0,7,0
"1915","Nonnenmacher Emil",0,0,0,0,0,8,0
"1916","Ohlen Karl von",0,0,0,0,0,17,0
"1917","Oseau Walter (Gulle)",0,0,0,0,0,6,0
"1918","Pfeffer Alfred",0,0,0,0,0,7,0
"1919","Pokorny Gunter",0,0,0,0,0,6,0
"1920","Prager Hans",0,0,0,0,0,9,0
"1921","Prues Walter",0,0,0,0,0,6,0
"1922","Puttfarken Dietrich",0,0,0,0,0,7,0
"1923","Rathofer Fritz",0,0,0,0,0,8,0
"1924","Resch Carl",0,0,0,0,0,10,0
"1925","Reschke Willi",0,0,0,0,0,21,6
"1926","Reuter Heinz",0,0,0,0,0,11,0
"1927","Rieckhoff August",0,0,0,0,0,13,0
"1928","Riedel Hans",0,0,0,0,0,19,0
"1929","Rippert Horst",0,0,0,0,0,12,0
"1930","Rohr Karl",0,0,0,0,0,8,0
"1931","Rohrich Kurt",0,0,0,0,0,21,0
"1932","Rupp Bruno",0,0,0,0,0,9,0
"1933","Rusche Dieter",0,0,0,0,0,6,0
"1934","Sayn-Witttgenstein Heinrich zu",0,0,0,0,0,15,0
"1935","Schadowski Hans",0,0,0,0,0,6,0
"1936","Schafer Rolf-Dieter",0,0,0,0,0,10,0
"1937","Schausten Reinhard",0,0,0,0,0,6,0
"1938","Scheer Klaus",0,0,0,0,0,22,0
"1939","Schellner Heinz-Walter",0,0,0,0,0,7,0
"1940","Schiessl Josef",0,0,0,0,0,11,0
"1941","Schleef Erwin",0,0,0,0,0,11,0
"1942","Schliedermann Hans",0,0,0,0,0,11,0
"1943","Schlomann Heinrich",0,0,0,0,0,6,0
"1944","Schmidt Gunther",0,0,0,0,0,8,0
"1945","Schmitz Wolfgang",0,0,0,0,0,7,0
"1946","Schneider Gottfried",0,0,0,0,0,13,0
"1947","Scholz Hans-Joachim",0,0,0,0,0,7,0
"1948","Schrangl Hans",0,0,0,0,0,13,0
"1949","Schratter Robert",0,0,0,0,0,6,0
"1950","Schuecking Norbert",0,0,0,0,0,13,0
"1951","Schulze Ernst",0,0,0,0,0,8,0
"1952","Schuren Ernst",0,0,0,0,0,8,0
"1953","Schwaneke Gunther",0,0,0,0,0,6,0
"1954","Seevers Albert",0,0,0,0,0,7,0
"1955","Seidel Heinz",0,0,0,0,0,10,0
"1956","Seuss Wilhelm",0,0,0,0,0,8,0
"1957","Siebert Heinz",0,0,0,0,0,9,0
"1958","Starke Heinrich",0,0,0,0,0,8,0
"1959","Stephan Herbert",0,0,0,0,0,8,0
"1960","Stiegler Helmut",0,0,0,0,0,7,0
"1961","Strassner Johannes",0,0,0,0,0,6,0
"1962","Striebel Gunter",0,0,0,0,0,6,0
"1963","Strobele Georg",0,0,0,0,0,15,0
"1964","Suske Josef",0,0,0,0,0,10,0
"1965","Thielen Werner",0,0,0,0,0,10,0
"1966","Thörl Friedrich",0,0,0,0,0,6,0
"1967","Thummel Manfred",0,0,0,0,0,6,0
"1968","Thuroff Heinrich",0,0,0,0,0,16,0
"1969","Trenke Johann",0,0,0,0,0,9,0
"1970","Tschiersch Martin",0,0,0,0,0,8,0
"1971","Unger Willi",0,0,0,0,0,22,3
"1972","Vivroux Gerhard",0,0,0,0,0,11,0
"1973","Walterscheid Clemens",0,0,0,0,0,8,0
"1974","Walther Rudolf",0,0,0,0,0,14,0
"1975","Weinberger Leopold",0,0,0,0,0,6,0
"1976","Welsch Hugo",0,0,0,0,0,19,0
"1977","Weninger (Weniger) Rupert",0,0,0,0,0,13,0
"1978","Wenning Wolfgang",0,0,0,0,0,6,0
"1979","Wester Helmut",0,0,0,0,0,10,0
"1980","Wiegand Heinrich-Friedrich",0,0,0,0,0,6,0
"1981","Wiegand Kurt",0,0,0,0,0,7,0
"1982","Wiegmann Gunther",0,0,0,0,0,7,0
"1983","Wieland Edmund",0,0,0,0,0,7,0
"1984","Wilke Karl-Heinz",0,0,0,0,0,8,0
"1985","Wust Josef",0,0,0,0,0,6,0
"1986","Zacher Hans",0,0,0,0,0,7,0
"1987","Zilling Gunther",0,0,0,0,0,12,0
"1988","Zink Dieter",0,0,0,0,0,12,0
"1989","Zwesken Rudolf",0,0,0,0,0,10,0
